CLS,SUBCLS,IN,RXCUI,NAME,TTY,NDC
Antidiabetics,GLP1 Agonist,tirzepatide,2644399,0.5 ML tirzepatide 15 MG/ML Injection [Mounjaro],SBD,000222141
Antidiabetics,GLP1 Agonist,tirzepatide,2644403,0.5 ML tirzepatide 10 MG/ML Injection [Mounjaro],SBD,00002124301
Antidiabetics,GLP1 Agonist,tirzepatide,2644403,0.5 ML tirzepatide 10 MG/ML Injection [Mounjaro],SBD,000212431
Antidiabetics,GLP1 Agonist,tirzepatide,2644407,0.5 ML tirzepatide 5 MG/ML Injection [Mounjaro],SBD,00002115201
Antidiabetics,GLP1 Agonist,tirzepatide,2644407,0.5 ML tirzepatide 5 MG/ML Injection [Mounjaro],SBD,000211521
Antidiabetics,GLP1 Agonist,tirzepatide,2644411,0.5 ML tirzepatide 30 MG/ML Injection [Mounjaro],SBD,00002300201
Antidiabetics,GLP1 Agonist,tirzepatide,2644411,0.5 ML tirzepatide 30 MG/ML Injection [Mounjaro],SBD,000230021
Antidiabetics,GLP1 Agonist,tirzepatide,2644415,0.5 ML tirzepatide 25 MG/ML Injection [Mounjaro],SBD,00002242301
Antidiabetics,GLP1 Agonist,tirzepatide,2644415,0.5 ML tirzepatide 25 MG/ML Injection [Mounjaro],SBD,000224231
Antidiabetics,GLP1 Agonist,tirzepatide,2644419,0.5 ML tirzepatide 20 MG/ML Injection [Mounjaro],SBD,00002234001
Antidiabetics,GLP1 Agonist,tirzepatide,2644419,0.5 ML tirzepatide 20 MG/ML Injection [Mounjaro],SBD,000223401
Antidiabetics,GLP1 Agonist,tirzepatide,2669706,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound],SBD,00002250601
Antidiabetics,GLP1 Agonist,tirzepatide,2669706,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound],SBD,000225061
Antidiabetics,GLP1 Agonist,tirzepatide,2669706,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound],SBD,00002250661
Antidiabetics,GLP1 Agonist,tirzepatide,2669706,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound],SBD,0002250661
Antidiabetics,GLP1 Agonist,tirzepatide,2669706,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound],SBD,00002250680
Antidiabetics,GLP1 Agonist,tirzepatide,2669706,0.5 ML tirzepatide 5 MG/ML Auto-Injector [Zepbound],SBD,0002250680
Antidiabetics,GLP1 Agonist,tirzepatide,2669709,0.5 ML tirzepatide 10 MG/ML Auto-Injector [Zepbound],SBD,00002249501
Antidiabetics,GLP1 Agonist,tirzepatide,2669709,0.5 ML tirzepatide 10 MG/ML Auto-Injector [Zepbound],SBD,000224951
Antidiabetics,GLP1 Agonist,tirzepatide,2669709,0.5 ML tirzepatide 10 MG/ML Auto-Injector [Zepbound],SBD,00002249580
Antidiabetics,GLP1 Agonist,tirzepatide,2669709,0.5 ML tirzepatide 10 MG/ML Auto-Injector [Zepbound],SBD,0002249580
Antidiabetics,GLP1 Agonist,tirzepatide,2669712,0.5 ML tirzepatide 15 MG/ML Auto-Injector [Zepbound],SBD,00002248401
Antidiabetics,GLP1 Agonist,tirzepatide,2669712,0.5 ML tirzepatide 15 MG/ML Auto-Injector [Zepbound],SBD,000224841
Antidiabetics,GLP1 Agonist,tirzepatide,2669712,0.5 ML tirzepatide 15 MG/ML Auto-Injector [Zepbound],SBD,00002248480
Antidiabetics,GLP1 Agonist,tirzepatide,2669712,0.5 ML tirzepatide 15 MG/ML Auto-Injector [Zepbound],SBD,0002248480
Antidiabetics,GLP1 Agonist,tirzepatide,2669715,0.5 ML tirzepatide 20 MG/ML Auto-Injector [Zepbound],SBD,00002247101
Antidiabetics,GLP1 Agonist,tirzepatide,2669715,0.5 ML tirzepatide 20 MG/ML Auto-Injector [Zepbound],SBD,000224711
Antidiabetics,GLP1 Agonist,tirzepatide,2669715,0.5 ML tirzepatide 20 MG/ML Auto-Injector [Zepbound],SBD,00002247180
Antidiabetics,GLP1 Agonist,tirzepatide,2669715,0.5 ML tirzepatide 20 MG/ML Auto-Injector [Zepbound],SBD,0002247180
Antidiabetics,GLP1 Agonist,tirzepatide,2669718,0.5 ML tirzepatide 25 MG/ML Auto-Injector [Zepbound],SBD,00002246001
Antidiabetics,GLP1 Agonist,tirzepatide,2669718,0.5 ML tirzepatide 25 MG/ML Auto-Injector [Zepbound],SBD,000224601
Antidiabetics,GLP1 Agonist,tirzepatide,2669718,0.5 ML tirzepatide 25 MG/ML Auto-Injector [Zepbound],SBD,00002246080
Antidiabetics,GLP1 Agonist,tirzepatide,2669718,0.5 ML tirzepatide 25 MG/ML Auto-Injector [Zepbound],SBD,0002246080
Antidiabetics,GLP1 Agonist,tirzepatide,2669721,0.5 ML tirzepatide 30 MG/ML Auto-Injector [Zepbound],SBD,00002245701
Antidiabetics,GLP1 Agonist,tirzepatide,2669721,0.5 ML tirzepatide 30 MG/ML Auto-Injector [Zepbound],SBD,000224571
Antidiabetics,GLP1 Agonist,tirzepatide,2669721,0.5 ML tirzepatide 30 MG/ML Auto-Injector [Zepbound],SBD,00002245780
Antidiabetics,GLP1 Agonist,tirzepatide,2669721,0.5 ML tirzepatide 30 MG/ML Auto-Injector [Zepbound],SBD,0002245780
Antidiabetics,GLP1 Agonist,tirzepatide,2679317,0.5 ML tirzepatide 20 MG/ML Injection [Zepbound],SBD,00002134001
Antidiabetics,GLP1 Agonist,tirzepatide,2679317,0.5 ML tirzepatide 20 MG/ML Injection [Zepbound],SBD,000213401
Antidiabetics,GLP1 Agonist,tirzepatide,2679317,0.5 ML tirzepatide 20 MG/ML Injection [Zepbound],SBD,00002134004
Antidiabetics,GLP1 Agonist,tirzepatide,2679317,0.5 ML tirzepatide 20 MG/ML Injection [Zepbound],SBD,000213404
Antidiabetics,GLP1 Agonist,tirzepatide,2679319,0.5 ML tirzepatide 25 MG/ML Injection [Zepbound],SBD,00002142301
Antidiabetics,GLP1 Agonist,tirzepatide,2679319,0.5 ML tirzepatide 25 MG/ML Injection [Zepbound],SBD,000214231
Antidiabetics,GLP1 Agonist,tirzepatide,2679321,0.5 ML tirzepatide 30 MG/ML Injection [Zepbound],SBD,00002200201
Antidiabetics,GLP1 Agonist,tirzepatide,2679321,0.5 ML tirzepatide 30 MG/ML Injection [Zepbound],SBD,000220021
Antidiabetics,GLP1 Agonist,tirzepatide,2679323,0.5 ML tirzepatide 5 MG/ML Injection [Zepbound],SBD,00002015201
Antidiabetics,GLP1 Agonist,tirzepatide,2679323,0.5 ML tirzepatide 5 MG/ML Injection [Zepbound],SBD,00021521
Antidiabetics,GLP1 Agonist,tirzepatide,2679323,0.5 ML tirzepatide 5 MG/ML Injection [Zepbound],SBD,00002015204
Antidiabetics,GLP1 Agonist,tirzepatide,2679323,0.5 ML tirzepatide 5 MG/ML Injection [Zepbound],SBD,00021524
Antidiabetics,GLP1 Agonist,tirzepatide,2679323,0.5 ML tirzepatide 5 MG/ML Injection [Zepbound],SBD,00002015261
Antidiabetics,GLP1 Agonist,tirzepatide,2679323,0.5 ML tirzepatide 5 MG/ML Injection [Zepbound],SBD,000215261
Antidiabetics,GLP1 Agonist,tirzepatide,2679325,0.5 ML tirzepatide 10 MG/ML Injection [Zepbound],SBD,00002024301
Antidiabetics,GLP1 Agonist,tirzepatide,2679325,0.5 ML tirzepatide 10 MG/ML Injection [Zepbound],SBD,00022431
Antidiabetics,GLP1 Agonist,tirzepatide,2679325,0.5 ML tirzepatide 10 MG/ML Injection [Zepbound],SBD,00002024304
Antidiabetics,GLP1 Agonist,tirzepatide,2679325,0.5 ML tirzepatide 10 MG/ML Injection [Zepbound],SBD,00022434
Antidiabetics,GLP1 Agonist,tirzepatide,2679327,0.5 ML tirzepatide 15 MG/ML Injection [Zepbound],SBD,00002121401
Antidiabetics,GLP1 Agonist,tirzepatide,2679327,0.5 ML tirzepatide 15 MG/ML Injection [Zepbound],SBD,000212141
Antidiabetics,GLP1 Agonist,tirzepatide,2679327,0.5 ML tirzepatide 15 MG/ML Injection [Zepbound],SBD,00002121404
Antidiabetics,GLP1 Agonist,tirzepatide,2679327,0.5 ML tirzepatide 15 MG/ML Injection [Zepbound],SBD,000212144
Antidiabetics,GLP1 Agonist,tirzepatide,2601745,tirzepatide 10 MG/ML [Mounjaro],SBDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2601757,tirzepatide 30 MG/ML [Mounjaro],SBDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2601763,tirzepatide 5 MG/ML [Mounjaro],SBDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2601769,tirzepatide 20 MG/ML [Mounjaro],SBDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2601775,tirzepatide 25 MG/ML [Mounjaro],SBDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2601781,tirzepatide 15 MG/ML [Mounjaro],SBDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2669703,tirzepatide 5 MG/ML [Zepbound],SBDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2669708,tirzepatide 10 MG/ML [Zepbound],SBDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2669711,tirzepatide 15 MG/ML [Zepbound],SBDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2669714,tirzepatide 20 MG/ML [Zepbound],SBDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2669717,tirzepatide 25 MG/ML [Zepbound],SBDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2669720,tirzepatide 30 MG/ML [Zepbound],SBDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2601737,tirzepatide Auto-Injector [Mounjaro],SBDF,
Antidiabetics,GLP1 Agonist,tirzepatide,2644398,tirzepatide Injection [Mounjaro],SBDF,
Antidiabetics,GLP1 Agonist,tirzepatide,2669705,tirzepatide Auto-Injector [Zepbound],SBDF,
Antidiabetics,GLP1 Agonist,tirzepatide,2679316,tirzepatide Injection [Zepbound],SBDF,
Antidiabetics,GLP1 Agonist,tirzepatide,2601736,Mounjaro Injectable Product,SBDG,
Antidiabetics,GLP1 Agonist,tirzepatide,2669704,Zepbound Injectable Product,SBDG,
Antidiabetics,GLP1 Agonist,tirzepatide,2601743,0.5 ML tirzepatide 10 MG/ML Auto-Injector,SCD,
Antidiabetics,GLP1 Agonist,tirzepatide,2601755,0.5 ML tirzepatide 30 MG/ML Auto-Injector,SCD,
Antidiabetics,GLP1 Agonist,tirzepatide,2601761,0.5 ML tirzepatide 5 MG/ML Auto-Injector,SCD,
Antidiabetics,GLP1 Agonist,tirzepatide,2601767,0.5 ML tirzepatide 20 MG/ML Auto-Injector,SCD,
Antidiabetics,GLP1 Agonist,tirzepatide,2601773,0.5 ML tirzepatide 25 MG/ML Auto-Injector,SCD,
Antidiabetics,GLP1 Agonist,tirzepatide,2601784,0.5 ML tirzepatide 15 MG/ML Auto-Injector,SCD,
Antidiabetics,GLP1 Agonist,tirzepatide,2644396,0.5 ML tirzepatide 15 MG/ML Injection,SCD,
Antidiabetics,GLP1 Agonist,tirzepatide,2644401,0.5 ML tirzepatide 10 MG/ML Injection,SCD,
Antidiabetics,GLP1 Agonist,tirzepatide,2644405,0.5 ML tirzepatide 5 MG/ML Injection,SCD,
Antidiabetics,GLP1 Agonist,tirzepatide,2644409,0.5 ML tirzepatide 30 MG/ML Injection,SCD,
Antidiabetics,GLP1 Agonist,tirzepatide,2644413,0.5 ML tirzepatide 25 MG/ML Injection,SCD,
Antidiabetics,GLP1 Agonist,tirzepatide,2644417,0.5 ML tirzepatide 20 MG/ML Injection,SCD,
Antidiabetics,GLP1 Agonist,tirzepatide,2601742,tirzepatide 10 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2601754,tirzepatide 30 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2601760,tirzepatide 5 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2601766,tirzepatide 20 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2601772,tirzepatide 25 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2601778,tirzepatide 15 MG/ML,SCDC,
Antidiabetics,GLP1 Agonist,tirzepatide,2601731,tirzepatide Auto-Injector,SCDF,
Antidiabetics,GLP1 Agonist,tirzepatide,2644395,tirzepatide Injection,SCDF,
Antidiabetics,GLP1 Agonist,tirzepatide,2601730,tirzepatide Injectable Product,SCDG,
Antidiabetics,DPP4 Inhibitors,sitagliptin,593411,sitagliptin,IN,
Antidiabetics,DPP4 Inhibitors,sitagliptin,1189803,simvastatin / sitagliptin,MIN,
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992825,ertugliflozin / sitagliptin,MIN,
Antidiabetics,DPP4 Inhibitors,sitagliptin,729717,metformin / sitagliptin,MIN,
Antidiabetics,DPP4 Inhibitors,sitagliptin,2716481,sitagliptin hydrochloride,PIN,
Antidiabetics,DPP4 Inhibitors,sitagliptin,621590,sitagliptin phosphate,PIN,
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet],SBD,00006008107
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet],SBD,00060817
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet],SBD,00006008114
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet],SBD,000608114
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet],SBD,00006008131
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet],SBD,000608131
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet],SBD,00006008154
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet],SBD,000608154
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet],SBD,00006008182
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet],SBD,000608182
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet],SBD,50090624400
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243833,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet],SBD,5009062440
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,00006008014
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,000608014
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,00006008028
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,000608028
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,00006008061
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,000608061
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,00006008062
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,000608062
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,00006008082
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,000608082
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,50090441100
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,5009044110
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,50090441101
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,5009044111
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,50090550400
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,5009055040
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,50090550401
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243843,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,5009055041
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243848,24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,00006007814
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243848,24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,000607814
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243848,24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,00006007828
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243848,24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,000607828
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243848,24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,00006007861
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243848,24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,000607861
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243848,24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,00006007862
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243848,24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,000607862
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243848,24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,00006007882
Antidiabetics,DPP4 Inhibitors,sitagliptin,1243848,24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet],SBD,000607882
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992832,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,00006536803
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992832,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,000653683
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992832,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,00006536806
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992832,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,000653686
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992832,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,00006536807
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992832,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,000653687
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992832,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,00006536808
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992832,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,000653688
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992832,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,00006536809
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992832,ertugliflozin 15 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,000653689
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992837,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,00006536703
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992837,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,000653673
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992837,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,00006536706
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992837,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,000653676
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992837,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,00006536707
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992837,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,000653677
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992837,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,00006536708
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992837,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,000653678
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992837,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,00006536709
Antidiabetics,DPP4 Inhibitors,sitagliptin,1992837,ertugliflozin 5 MG / sitagliptin 100 MG Oral Tablet [Steglujan],SBD,000653679
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670447,sitagliptin 100 MG Oral Tablet [Zituvio],SBD,70710124203
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670447,sitagliptin 100 MG Oral Tablet [Zituvio],SBD,7071012423
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670447,sitagliptin 100 MG Oral Tablet [Zituvio],SBD,70710124209
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670447,sitagliptin 100 MG Oral Tablet [Zituvio],SBD,7071012429
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670447,sitagliptin 100 MG Oral Tablet [Zituvio],SBD,70771177203
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670447,sitagliptin 100 MG Oral Tablet [Zituvio],SBD,7077117723
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670447,sitagliptin 100 MG Oral Tablet [Zituvio],SBD,70771177209
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670447,sitagliptin 100 MG Oral Tablet [Zituvio],SBD,7077117729
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670449,sitagliptin 25 MG Oral Tablet [Zituvio],SBD,70710124003
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670449,sitagliptin 25 MG Oral Tablet [Zituvio],SBD,7071012403
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670449,sitagliptin 25 MG Oral Tablet [Zituvio],SBD,70710124009
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670449,sitagliptin 25 MG Oral Tablet [Zituvio],SBD,7071012409
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670449,sitagliptin 25 MG Oral Tablet [Zituvio],SBD,70771177003
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670449,sitagliptin 25 MG Oral Tablet [Zituvio],SBD,7077117703
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670449,sitagliptin 25 MG Oral Tablet [Zituvio],SBD,70771177009
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670449,sitagliptin 25 MG Oral Tablet [Zituvio],SBD,7077117709
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670451,sitagliptin 50 MG Oral Tablet [Zituvio],SBD,70710124103
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670451,sitagliptin 50 MG Oral Tablet [Zituvio],SBD,7071012413
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670451,sitagliptin 50 MG Oral Tablet [Zituvio],SBD,70710124109
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670451,sitagliptin 50 MG Oral Tablet [Zituvio],SBD,7071012419
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670451,sitagliptin 50 MG Oral Tablet [Zituvio],SBD,70771177103
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670451,sitagliptin 50 MG Oral Tablet [Zituvio],SBD,7077117713
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670451,sitagliptin 50 MG Oral Tablet [Zituvio],SBD,70771177109
Antidiabetics,DPP4 Inhibitors,sitagliptin,2670451,sitagliptin 50 MG Oral Tablet [Zituvio],SBD,7077117719
Antidiabetics,DPP4 Inhibitors,sitagliptin,2677162,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Zituvimet],SBD,70710178706
Antidiabetics,DPP4 Inhibitors,sitagliptin,2677162,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Zituvimet],SBD,7071017876
Antidiabetics,DPP4 Inhibitors,sitagliptin,2677162,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Zituvimet],SBD,70710178708
Antidiabetics,DPP4 Inhibitors,sitagliptin,2677162,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Zituvimet],SBD,7071017878
Antidiabetics,DPP4 Inhibitors,sitagliptin,2677162,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Zituvimet],SBD,70771186006
Antidiabetics,DPP4 Inhibitors,sitagliptin,2677162,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Zituvimet],SBD,7077118606
Antidiabetics,DPP4 Inhibitors,sitagliptin,2677162,metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet [Zituvimet],SBD,70771186008
